arm,stratum,k,age,dropped,regime,mechanisms,target_frac,n_top,b1,b2,n_dropped,lev_hit,lam_ratio
C,1,16,3.0,"[0, 3, 5, 6, 7, 11, 15, 16, 20, 24, 25, 26, 28, 37, 38, 42]",,,,,0.6444444444444445,1.0666666666666667,16,0.38583371605021904,4.858825565178246e-13
C,1,16,3.0,"[3, 11, 12, 13, 16, 18, 20, 26, 27, 28, 29, 30, 38, 39, 41, 43]",,,,,0.6444444444444445,1.0666666666666667,16,0.1582246163666941,0.9927985649768886
C,1,16,3.0,"[0, 9, 17, 21, 24, 26, 29, 30, 32, 33, 36, 37, 38, 39, 40, 43]",,,,,0.6444444444444445,1.0666666666666667,16,0.1011375130465666,4.894265482932019e-13
C,1,16,3.0,"[2, 10, 11, 18, 20, 21, 23, 25, 30, 32, 35, 37, 38, 40, 42, 43]",,,,,0.6444444444444445,1.0666666666666667,16,0.0962389289295579,0.995132915303478
C,1,16,3.0,"[2, 5, 6, 7, 10, 23, 24, 26, 31, 32, 34, 38, 41, 42, 43, 44]",,,,,0.6444444444444445,1.0666666666666667,16,0.2387271506828346,4.894265317767948e-13
C,1,16,3.0,"[1, 3, 4, 7, 10, 12, 18, 25, 26, 28, 32, 33, 36, 37, 39, 42]",,,,,0.6444444444444445,1.0666666666666667,16,0.6349382729993264,4.859308093081954e-13
C,1,16,3.0,"[2, 6, 9, 10, 18, 20, 21, 22, 23, 25, 28, 29, 32, 33, 37, 41]",,,,,0.6444444444444445,1.0666666666666667,16,0.08888337495528059,0.9951681046560383
C,1,16,3.0,"[2, 9, 10, 12, 14, 17, 18, 21, 25, 26, 27, 35, 36, 40, 43, 44]",,,,,0.6444444444444445,1.0666666666666667,16,0.10256212349562778,4.859307724904853e-13
C,1,16,3.0,"[1, 6, 9, 10, 14, 17, 21, 22, 23, 25, 28, 34, 37, 39, 41, 43]",,,,,0.6444444444444445,1.0666666666666667,16,0.2467599435171969,0.9893117049510695
C,1,16,3.0,"[0, 1, 2, 4, 5, 9, 12, 13, 14, 20, 25, 31, 32, 37, 38, 43]",,,,,0.6444444444444445,1.0666666666666667,16,0.483920842323294,0.47981404692005986
C,1,16,3.0,"[0, 2, 4, 6, 10, 11, 20, 21, 25, 27, 32, 33, 34, 39, 42, 43]",,,,,0.6444444444444445,1.0666666666666667,16,0.29031303197328934,0.9880264615914889
C,1,16,3.0,"[1, 3, 6, 11, 20, 21, 23, 27, 29, 30, 36, 38, 39, 40, 42, 44]",,,,,0.6444444444444445,1.0666666666666667,16,0.25724216386023063,0.9910194174159971
C,1,16,3.0,"[1, 3, 5, 6, 8, 12, 15, 20, 22, 26, 28, 33, 34, 37, 39, 40]",,,,,0.6444444444444445,1.0666666666666667,16,0.4597686505542762,0.7737069264642343
